id,split,V,A,D,text,VADER_neg,VADER_neu,VADER_pos,VADER_compound,TextBlob_polarity,TextBlob_subjectivity,AFINN,map_from_VAD,map_from_lex
Uprooted_Bike_2559_2592,train,3.14,3.14,3.14,TBR hosts workshops twice a week.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
Uprooted_Bike_2653_2725,train,3.2,3.1,3.2,"Tools are available, and volunteers will help with advice and knowledge.",0.0,0.787,0.213,0.4019,0.4,0.4,2.0,3,3
Uprooted_Bike_267_320,train,2.9,2.9,2.9,"Was it a Christmas present, or maybe a birthday gift?",0.0,0.707,0.293,0.4404,0.0,0.0,2.0,3,3
Uprooted_Bike_2726_2850,train,3.11,2.89,3.33,"Parts can be had for a pittance, and you can pick out your own bike from the stacks and racks of machines filling the space.",0.0,1.0,0.0,0.0,0.6,1.0,0.0,3,3
Uprooted_Bike_2852_2905,train,3.0,3.0,3.0,"The main focus of TBR, however, is not selling bikes.",0.0,1.0,0.0,0.0,0.1666666666666666,0.3333333333333333,0.0,3,3
Uprooted_Bike_2906_2994,train,3.3,3.0,3.2,The idea is to give people a workspace and teach them how to maintain their own bicycle.,0.0,1.0,0.0,0.0,0.6,1.0,0.0,3,3
Uprooted_Bike_3125_3201,train,3.0,2.9,3.1,"All around me, college students and bike punks tinkered with their machines.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
Uprooted_Bike_3202_3250,train,3.0,2.7,3.0,An older man asked for tips on tuning his racer.,0.0,1.0,0.0,0.0,0.1666666666666666,0.3333333333333333,0.0,3,3
Uprooted_Bike_3251_3453,train,3.0,3.25,3.12,"A young kid came in to say his last bike was stolen and he needed a new one (and, despite Andrew's stern reprimand that he couldn't just walk in every week and leave with a free bike, he did just that).",0.103,0.82,0.077,-0.0258,0.1590909090909091,0.4303030303030303,-4.0,5,2
Uprooted_Bike_3455_3597,train,3.38,3.25,3.12,"A dad came in with his three kids, all of whom left with snazzy rides -- but first, they all sat down and worked on their new wheels together.",0.0,1.0,0.0,0.0,0.0577020202020201,0.2691919191919192,0.0,3,3
Uprooted_Bike_3598_3669,test,3.1,3.2,3.1,"And as we left at the end of the workshop, a woman walked up to Andrew.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
Uprooted_Bike_3670_3691,train,4.2,3.9,3.2,"""I love what you do,""",0.0,0.488,0.512,0.6369,0.5,0.6,3.0,3,3
Uprooted_Bike_3670_3701,dev,4.0,3.5,3.2,"""I love what you do,"" she said.",0.0,0.588,0.412,0.6369,0.5,0.6,3.0,3,3
Uprooted_Bike_3702_3746,train,3.4,3.4,3.3,"""I have a whole bunch of bikes to give you.""",0.0,1.0,0.0,0.0,0.2,0.4,0.0,3,3
Uprooted_Bike_3747_3800,train,3.33,3.22,3.33,"See, ultimately TBR is about more than just bicycles.",0.0,1.0,0.0,0.0,0.25,0.75,0.0,3,3
Uprooted_Bike_3801_3886,train,3.0,3.1,3.0,"It's about building community, and triggering a quiet but inexorable social movement.",0.0,1.0,0.0,0.0,0.0166666666666666,0.1999999999999999,-3.0,3,2
Uprooted_Bike_3887_4010,train,3.1,3.1,3.2,This is not the world's first bike collective; in fact it's only one of many that have stealthily sprung up around America.,0.0,0.95,0.05,0.0258,0.25,0.611111111111111,0.0,3,3
Uprooted_Bike_4011_4129,train,3.2,3.1,3.2,"These collectives are not waiting for change to happen: they're creating it through small, positive, peaceful actions.",0.0,0.609,0.391,0.8402,0.0757575757575757,0.4818181818181817,4.0,3,3
Uprooted_Bike_412_548,dev,2.9,3.2,3.0,"Well, these days, most kids want an Xbox for their birthday; their parents ride around in cars with seatbelts, talking on their phones .",0.0,0.851,0.149,0.3976,0.5,0.5,1.0,5,3
Uprooted_Bike_4130_4194,train,3.3,3.1,3.3,You too can change the world: all you have to do is ride a bike.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
Uprooted_Bike_4195_4224,dev,3.1,2.9,3.1,Try This at Home: Ride Around,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
Uprooted_Bike_4225_4289,train,3.3,3.0,3.1,"Fall is here, which (in most places) means great riding weather.",0.0,0.696,0.304,0.6557,0.65,0.625,3.0,3,3
Uprooted_Bike_4290_4315,train,3.0,3.3,3.0,What are you waiting for?,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,3
Uprooted_Bike_4316_4386,dev,3.3,3.2,3.2,Bikes are cheap: you can get one at your local thrift store for $5-50.,0.0,1.0,0.0,0.0,0.2,0.35,0.0,3,3
Uprooted_Bike_4387_4453,dev,3.0,3.0,3.0,"It doesn't have to be perfect, just good enough to get you places.",0.0,0.625,0.375,0.765,0.5666666666666667,0.7000000000000001,6.0,3,3
Uprooted_Bike_4454_4507,train,3.3,4.0,3.5,"So pick one up, and ride it to the end of your block!",0.21,0.79,0.0,-0.4926,0.0,0.0,-1.0,5,4
Uprooted_Bike_4508_4524,train,3.17,4.16,3.83,Then keep going!,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,3
Uprooted_Bike_4525_4602,train,2.9,2.9,3.3,"Even if your life requires four wheels, you can use a bike for local errands.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,3
Uprooted_Bike_4603_4703,train,3.0,3.0,3.11,"Ride it to the corner store when you need milk, instead of driving across town to the grocery store.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
Uprooted_Bike_4704_4735,train,2.56,3.11,3.22,(Don't like the milk they sell?,0.297,0.703,0.0,-0.2755,0.0,0.0,2.0,4,3
Uprooted_Bike_4736_4798,train,3.11,3.11,3.33,"Tell the store owner what you like, and see if he'll carry it.",0.0,0.828,0.172,0.3612,0.0,0.0,2.0,3,3
Uprooted_Bike_4799_4830,train,3.75,3.37,3.5,Now you're changing the world.),0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
Uprooted_Bike_4831_4910,train,3.5,3.2,3.2,"On weekends, instead of driving to the park, hop on your bike and go exploring.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
Uprooted_Bike_4911_4994,dev,3.2,3.1,3.2,It doesn't have to be a workout: you can just toodle around town and look at stuff.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
Uprooted_Bike_4995_5053,train,3.1,3.1,3.1,"Or, if you're a gym buff, trade a workout for a bike ride.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
Uprooted_Bike_4_59,train,3.2,3.0,3.1,"Save the World, Ride a Bike a visit to Troy Bike Rescue",0.0,0.552,0.448,0.7579,0.0,0.0,4.0,3,3
Uprooted_Bike_5054_5168,train,3.2,3.0,3.2,"Unless you live on a major highway, odds are you can ride straight from your front porch to someplace interesting.",0.0,0.787,0.213,0.5574,0.2247159090909091,0.475,3.0,3,3
Uprooted_Bike_5169_5242,test,3.0,3.11,3.33,"On vacation, rent a bike instead of a scooter (or, God forbid, a Segway).",0.172,0.672,0.157,-0.0516,0.0,0.0,0.0,5,3
Uprooted_Bike_5243_5299,train,3.3,3.1,3.1,"It's cheaper, and much better for the local flora&fauna.",0.0,0.734,0.266,0.4404,0.25,0.25,2.0,3,3
Uprooted_Bike_5300_5320,dev,3.0,3.2,3.2,Still not convinced?,0.53,0.47,0.0,-0.3089,0.0,0.0,1.0,5,3
Uprooted_Bike_5321_5446,train,3.3,3.0,3.1,"Then think of it this way: by riding your bike instead of driving your car, you're reducing your consumption of fossil fuels.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
Uprooted_Bike_5447_5534,train,3.5,2.75,3.0,"You can even calculate the money you save on gas, and keep it in a jar for a rainy day.",0.063,0.78,0.156,0.4404,0.0,0.0,1.0,3,3
Uprooted_Bike_549_635,train,3.0,3.0,3.14,"Cycling is a thing of the past: a sport, a hobby, but rarely a mode of transportation.",0.0,1.0,0.0,0.0,0.0249999999999999,0.575,0.0,3,3
Uprooted_Bike_5536_5557,train,3.1,3.2,2.9,Want to get involved?,0.0,0.698,0.302,0.0772,0.0,0.0,1.0,3,3
Uprooted_Bike_5558_5700,test,3.14,2.86,3.0,"Bike clubs tend to be pretty anarchic, but if you look around your community you'll find both bike riders and shop owners who ride for change.",0.0,0.923,0.077,0.2732,0.25,1.0,1.0,3,3
Uprooted_Bike_5701_5729,train,3.0,2.8,3.0,Can't find a bike community?,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
Uprooted_Bike_5730_5745,test,2.9,3.6,3.4,Start your own!,0.0,1.0,0.0,0.0,0.75,1.0,0.0,4,3
Uprooted_Bike_5804_5844,train,3.0,2.55,3.09,"Karen Turnbull 01. Oct, 2009 at 12:54 pm",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
Uprooted_Bike_5846_5892,train,3.7,3.3,3.4,"what a great article, i will be passing it on.",0.0,0.631,0.369,0.6249,0.8,0.75,3.0,3,3
Uprooted_Bike_5893_6027,train,3.0,3.14,3.29,In the meantime you might like this blog post i cam across: http://blog.sophianetwork.org.uk/2009/09/women-tackling-climate-change.htm,0.0,0.815,0.185,0.3612,0.0,0.0,2.0,5,3
Uprooted_Bike_6032_6074,train,2.8,3.2,2.9,"Raggedy Annarchy 01. Oct, 2009 at 12:59 pm",0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,3
Uprooted_Bike_6076_6115,test,3.9,3.9,3.1,"Tried/shared/re-tweeted, with pleasure!",0.0,0.334,0.666,0.6114,0.0,0.0,4.0,3,3
Uprooted_Bike_6202_6243,train,3.1,2.8,2.9,Even kept Pansy in the basket as my Toto.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
Uprooted_Bike_6244_6277,test,3.1,3.2,3.3,Bike rescue is not just for kids.,0.0,0.645,0.355,0.5106,0.0,0.0,2.0,3,3
Uprooted_Bike_6278_6423,train,2.4,3.2,2.4,One of my dear friends who can't drive to due to combat injuries had her ride stolen while we were sharing a beer in broad daylight last weekend.,0.155,0.609,0.235,0.4404,-0.0208333333333333,0.2513888888888889,-3.0,4,2
Uprooted_Bike_636_786,dev,3.5,3.1,3.3,"But I'm here to tell you: riding your bike is still fun, and still fast, and it's the cheapest and most socially responsible workout you'll ever get .",0.0,0.762,0.238,0.8324,0.3,0.4625,6.0,3,3
Uprooted_Bike_6424_6437,dev,2.1,3.2,3.3,"Shame, shame.",1.0,0.0,0.0,-0.7351,0.0,0.0,-4.0,4,4
Uprooted_Bike_6503_6686,train,3.1,3.2,3.2,"I passed along this article to her, and she suggest that when we start our own bike rescue, we'll do like the U.S. in East Timor did and graffiti Delta Bike Rescue on all the chassis.",0.0,0.779,0.221,0.8442,0.6,1.0,6.0,3,3
Uprooted_Bike_6687_6744,test,2.9,2.9,3.3,Fall is exactly 79% more tingly when experienced by bike.,0.0,1.0,0.0,0.0,0.5166666666666667,0.5499999999999999,0.0,5,3
Uprooted_Bike_76_138,train,3.0,3.0,3.0,This post is the first of a three-part series on bike culture.,0.0,1.0,0.0,0.0,0.25,0.3333333333333333,0.0,3,3
Uprooted_Bike_787_868,train,3.22,3.22,3.11,"And there are no two ways about it: if you give a kid a bike, that kid will ride.",0.121,0.879,0.0,-0.296,0.0,0.0,-1.0,3,4
Uprooted_Bike_869_910,train,3.0,2.72,3.0,"In Troy, New York, I met one Andrew Lynn.",0.0,1.0,0.0,0.0,0.1363636363636363,0.4545454545454545,0.0,3,3
Uprooted_Bike_911_1003,dev,3.14,3.29,3.14,"He's somewhat of a man brain trust , and one of his best creations is the Troy Bike Rescue .",0.0,0.492,0.508,0.9246,1.0,0.3,6.0,3,3
Uprooted_Farming-on-Sand_1036_1126,train,3.37,3.25,3.0,"David's a dedicated and inspired agrarian, whose passion for farming keeps him optimistic.",0.0,0.41,0.59,0.8885,0.0,0.0,7.0,3,3
Uprooted_Farming-on-Sand_1127_1218,train,2.9,2.8,3.0,But farming on the Outer Cape is the sort of Sisyphian challenge that can wear anybody out.,0.0,0.941,0.059,0.0027,0.0,0.0,-1.0,3,5
Uprooted_Farming-on-Sand_1219_1303,test,2.71,3.0,3.14,The hard truth: The soil of North Truro is not strong enough to support agriculture.,0.204,0.547,0.249,0.2259,-0.1694444444444444,0.5916666666666667,3.0,4,3
Uprooted_Farming-on-Sand_1304_1359,train,2.5,3.13,3.38,"Without fertilization, it deteriorates shockingly fast.",0.254,0.746,0.0,-0.1779,0.2,0.6,-2.0,4,2
Uprooted_Farming-on-Sand_1360_1442,train,3.0,3.1,3.1,David points out a patch of sand with a thin strip of fertile loam along the edge.,0.0,1.0,0.0,0.0,-0.4,0.8500000000000001,2.0,3,3
Uprooted_Farming-on-Sand_1443_1533,train,3.12,3.0,2.88,Last season it was a fertile veggie bed -- but it was left un-fertilized as an experiment.,0.0,1.0,0.0,0.0,0.0,0.0333333333333333,2.0,3,3
Uprooted_Farming-on-Sand_1534_1557,dev,2.4,2.8,3.1,"""This is what happens,""",0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,3
Uprooted_Farming-on-Sand_1534_1569,train,2.75,3.0,3.38,"""This is what happens,"" David says.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,3
Uprooted_Farming-on-Sand_1570_1645,train,3.0,2.8,3.1,"""You have to keep feeding it organic material, or it turns back into sand.""",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
Uprooted_Farming-on-Sand_164_310,train,3.37,3.25,3.0,"Read about death & carnage in the shell shop , find out about the eco-friendly food scene , look at the pretty pretty sunset , or continue on...",0.125,0.671,0.204,0.3612,0.25,1.0,2.0,3,3
Uprooted_Farming-on-Sand_1650_1710,train,2.8,2.6,3.0,"This plot was a test run, left untended for a single season.",0.0,1.0,0.0,0.0,-0.0357142857142857,0.1071428571428571,0.0,5,3
Uprooted_Farming-on-Sand_1711_1753,train,2.3,3.0,2.7,Last year's rich loam is now useless sand.,0.226,0.484,0.29,0.2023,-0.0416666666666666,0.3388888888888888,0.0,4,3
Uprooted_Farming-on-Sand_1755_1796,test,3.0,2.8,2.9,It's always been this way in North Truro.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
Uprooted_Farming-on-Sand_1797_1891,train,3.0,2.62,3.0,"The Outer Cape is really just a spit of sand -- but still, farmers lived here for generations.",0.0,1.0,0.0,0.0,0.2,0.2,0.0,3,3
Uprooted_Farming-on-Sand_1892_1896,train,3.0,3.25,3.0,How?,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,3
Uprooted_Farming-on-Sand_1897_1912,train,3.0,2.4,3.0,Salt marsh hay.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
Uprooted_Farming-on-Sand_1913_2066,test,3.25,3.12,3.0,"There used to be a local tradition in this area: at each spring tide , the local community would head out to the bogs and marshes to harvest the grasses.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
Uprooted_Farming-on-Sand_2067_2103,test,3.0,2.8,3.0,"This was called ""salt marsh haying"".",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
Uprooted_Farming-on-Sand_2083_2102,train,2.89,2.78,2.78,"""salt marsh haying""",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
Uprooted_Farming-on-Sand_2104_2194,train,3.1,2.7,3.1,"Salt marsh hay has no weed seeds, and it doesn't compact as heavily as other types of hay.",0.115,0.885,0.0,-0.296,-0.125,0.375,-1.0,3,4
Uprooted_Farming-on-Sand_2195_2306,train,3.7,3.1,3.4,"This makes it an excellent and bountiful source of compost, and it was used for generations as a soil enricher.",0.0,0.829,0.171,0.5719,1.0,1.0,3.0,3,3
Uprooted_Farming-on-Sand_2307_2439,train,2.62,3.0,3.12,"But haying had to happen regularly, says David: ""There's so much oxygen in this soil, any added compost gets burned up in six weeks.",0.0,1.0,0.0,0.0,0.1,0.1384615384615384,0.0,4,3
Uprooted_Farming-on-Sand_2355_2472,train,2.7,2.9,2.9,"""There's so much oxygen in this soil, any added compost gets burned up in six weeks. All the nutrients get depleted.""",0.0,1.0,0.0,0.0,0.2,0.2,0.0,4,3
Uprooted_Farming-on-Sand_2440_2472,train,2.37,2.75,3.0,"All the nutrients get depleted.""",0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,3
Uprooted_Farming-on-Sand_2570_2655,train,3.1,3.2,3.3,The only way to keep things going here is to keep a steady flow of compost coming in.,0.0,1.0,0.0,0.0,0.0833333333333333,0.75,0.0,3,3
Uprooted_Farming-on-Sand_2656_2715,train,2.8,2.8,2.7,"That means truckloads of hay, and that means a lot of work.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,3
Uprooted_Farming-on-Sand_2716_2791,train,3.0,3.0,2.9,"Last year, David and Arthur brought in a semi truck loaded with leaf mulch.",0.0,1.0,0.0,0.0,0.0,0.0666666666666666,0.0,3,3
Uprooted_Farming-on-Sand_2792_2871,test,2.89,2.89,2.67,"It worked -- but it cost money, and it disappeared fast into the hungry ground.",0.144,0.856,0.0,-0.3291,0.2,0.6,-1.0,3,4
Uprooted_Farming-on-Sand_2872_2893,train,2.75,3.0,2.75,Not a long-term plan.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,3
Uprooted_Farming-on-Sand_2997_3111,dev,2.62,3.0,2.75,"Without that community support, it's nearly impossible for him to harvest hay often enough to keep the farm green.",0.111,0.889,0.0,-0.3089,-0.2888888888888889,0.6,2.0,4,3
Uprooted_Farming-on-Sand_3112_3145,train,3.0,2.4,2.6,"Meanwhile, in Tourist Town USA...",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
Uprooted_Farming-on-Sand_313_353,train,2.6,2.8,3.0,David DeWitt doesn't look like a farmer.,0.297,0.703,0.0,-0.2755,0.0,0.0,2.0,4,3
Uprooted_Farming-on-Sand_3146_3237,train,3.0,3.1,3.0,"The Provincetown farmers market has lovely produce, but little of it was grown on the Cape.",0.0,0.862,0.138,0.34,0.15625,0.625,3.0,3,3
Uprooted_Farming-on-Sand_3238_3353,train,3.14,3.0,3.43,"Provincetown's official population of 3,500 supports a tourism industry that serves millions of visitors each year.",0.0,0.848,0.152,0.3612,0.0,0.0,2.0,3,3
Uprooted_Farming-on-Sand_3354_3445,train,3.8,3.4,3.4,"City folk marvel at the quaint charms of the Cape, its idyllic beauty and simple pleasures.",0.0,0.492,0.508,0.9081,0.0,0.3571428571428571,6.0,3,3
Uprooted_Farming-on-Sand_3446_3474,train,3.0,2.8,2.8,And then they go out to eat.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
Uprooted_Farming-on-Sand_3475_3610,train,2.4,2.7,3.1,"Even if tourists were interested in sustainable food (they totally don't care ), they'd be hard pressed to find a locally-sourced meal.",0.172,0.72,0.108,-0.1547,-0.0138888888888888,0.5972222222222222,5.0,4,3
Uprooted_Farming-on-Sand_354_453,train,3.1,3.0,3.0,"With his long hair, scruffy beard and t-shirt, he'd fit in more at a Phish show than behind a plow.",0.0,0.872,0.128,0.3612,0.1125,0.5,1.0,3,3
Uprooted_Farming-on-Sand_3770_3862,train,2.4,3.1,3.3,"You can't squeeze blood from a stone, and you can't get big vegetable crops from sand dunes.",0.0,1.0,0.0,0.0,0.0,0.1,1.0,4,3
Uprooted_Farming-on-Sand_3863_3876,train,2.88,3.12,3.75,End of story.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,3
Uprooted_Farming-on-Sand_3877_3895,test,2.9,3.1,3.0,"Well, not exactly.",0.0,0.488,0.512,0.2732,-0.125,0.25,0.0,5,3
Uprooted_Farming-on-Sand_3896_4000,train,2.9,3.1,3.0,"David isn't giving up -- in fact, he's got plans and ideas to refashion North Truro's farming community.",0.107,0.893,0.0,-0.2584,0.0,0.0,0.0,5,5
Uprooted_Farming-on-Sand_4001_4092,test,3.0,3.1,2.9,"Hence the Ag Fair, and the ongoing experimentation with varieties and soils at First Light.",0.0,0.859,0.141,0.3182,0.45,0.6444444444444445,2.0,3,3
Uprooted_Farming-on-Sand_4093_4188,train,3.12,3.12,3.25,David isn't alone: he's got the support (and companionship) of a growing group of gamechangers.,0.0,0.642,0.358,0.6298,0.0,0.0,1.0,3,3
Uprooted_Farming-on-Sand_4189_4311,train,3.22,2.78,3.33,"If the young farmers and foodies of Truro can organize, they might just be able to get local agriculture back on its feet.",0.0,1.0,0.0,0.0,0.15,0.25625,0.0,3,3
Uprooted_Farming-on-Sand_4312_4332,train,3.14,3.14,3.14,Their main opponent?,0.0,1.0,0.0,0.0,0.1666666666666666,0.3333333333333333,0.0,3,3
Uprooted_Farming-on-Sand_4333_4454,train,2.82,2.91,3.0,"The tourism and real estate industries, which insist upon turning every arable inch of the Cape into somebody's backyard.",0.0,1.0,0.0,0.0,0.2,0.3,0.0,5,3
Uprooted_Farming-on-Sand_4455_4555,train,2.4,3.2,2.7,The same population that would consume the food produced here is actively inhibiting its production.,0.084,0.778,0.138,0.2263,-0.0666666666666666,0.3625,0.0,4,3
Uprooted_Farming-on-Sand_454_578,train,2.88,3.12,2.75,"But appearances are deceiving, and David's comfy mien belies a passion that is influencing the culture of northern Cape Cod.",0.129,0.705,0.166,0.2263,0.0,0.0,-2.0,5,2
Uprooted_Farming-on-Sand_4556_4574,train,2.8,2.6,3.3,No surprise there.,0.415,0.189,0.396,-0.0258,0.0,0.0,-1.0,5,3
Uprooted_Farming-on-Sand_4575_4627,test,2.9,2.9,3.1,"After all, what's the point of farming on the beach?",0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,3
Uprooted_Farming-on-Sand_4631_4663,train,3.0,2.9,3.0,"2 Responses to ""Farming on Sand""",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
Uprooted_Farming-on-Sand_4666_4709,train,3.0,2.67,3.0,"Melody M Thibodeau 25. Sep, 2010 at 7:52 am",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
Uprooted_Farming-on-Sand_4788_4848,train,3.0,3.11,2.89,You know they could. It would be even better for the system.,0.0,0.791,0.209,0.4404,0.5,0.5,2.0,3,3
Uprooted_Farming-on-Sand_4849_4890,dev,3.12,2.87,3.25,"This would also, make it more profitable.",0.0,0.653,0.347,0.4927,0.5,0.5,2.0,3,3
Uprooted_Farming-on-Sand_4891_4902,train,3.2,3.1,3.1,The horses.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
Uprooted_Farming-on-Sand_4903_4921,test,3.2,2.9,3.0,would be heathier.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
Uprooted_Farming-on-Sand_4922_4991,train,3.0,2.9,2.9,They wouldn't have to be standing on the acidic sand all of the time.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
Uprooted_Farming-on-Sand_4992_5107,train,3.1,2.9,3.1,"The straw/hay could also be a form of supplemental food, for livestock/horses, which has been used in before times.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
Uprooted_Farming-on-Sand_4_95,test,2.86,3.0,3.0,"Farming on Sand: The trouble with ""eating local"" on Cape Cod | Uprooted, an eco/travel blog",0.162,0.838,0.0,-0.4019,-0.1,0.1,-2.0,5,4
Uprooted_Farming-on-Sand_5108_5200,train,3.0,3.0,3.0,"The straw, should be separated from the manure and dried in the air, then buised, by hooves.",0.0,1.0,0.0,0.0,-0.2,0.6,0.0,3,5
Uprooted_Farming-on-Sand_5201_5265,train,3.0,3.0,3.1,"Then it is more ready, to be mixed with the soil, in the spring.",0.0,0.823,0.177,0.4201,0.2333333333333333,0.4166666666666667,0.0,3,3
Uprooted_Farming-on-Sand_579_727,train,3.43,3.14,3.14,"To wit: in 2009, David helped launch the Truro Ag Fair -- an event that exceeded all expectations and brought huge crowds to local farmers' booths.",0.0,0.839,0.161,0.5574,0.3666666666666667,0.6,3.0,3,3
Uprooted_Farming-on-Sand_728_819,train,3.0,2.7,3.1,"He runs the Rock Spray nursery, a Certified Natural provider of evergreens and ornamentals.",0.0,0.828,0.172,0.3612,0.1,0.4,3.0,3,3
Uprooted_Farming-on-Sand_820_910,dev,3.0,3.0,3.1,"And he manages the First Light Organic Farm, a lush green spot in a hollow of North Truro.",0.0,1.0,0.0,0.0,0.09,0.3366666666666666,-1.0,3,5
Uprooted_Farming-on-Sand_911_1035,train,3.1,2.8,2.9,"Here, David and his partner Arthur Teubner work year-round growing heirloom and hardy fruits and veggies to sell at market.",0.0,0.804,0.196,0.5267,0.0,0.0,3.0,3,3
Uprooted_Farming-on-Sand_97_163,train,3.0,2.8,3.0,This is part 4 of a 4-part series on tourism's impact on Cape Cod.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
WhatToHongKong_10099_10117,train,3.0,2.6,2.8,Kitchen Equipment.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
WhatToHongKong_10118_10203,train,3.22,2.89,3.11,Woks and any other gadgets essential for Chinese cookery make good purchases.,0.0,0.791,0.209,0.4404,0.14375,0.31875,3.0,3,3
WhatToHongKong_10204_10277,test,3.1,3.0,3.0,Department stores sell all sorts of intriguing kitchen equipment.,0.0,1.0,0.0,0.0,0.3,0.4,0.0,3,3
WhatToHongKong_10286_10300,train,3.0,2.9,3.0,Leather Goods.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
WhatToHongKong_1033_1180,train,3.11,3.0,3.11,Large shops on the fashionable thoroughfares tend to be more expensive than smaller “family” shops tucked away in the side streets.,0.0,1.0,0.0,0.0,0.0535714285714285,0.5321428571428571,0.0,3,3
WhatToHongKong_10354_10413,test,3.0,3.0,3.3,Locally made items do not live up to their European models.,0.0,1.0,0.0,0.0,-0.0227272727272727,0.1666666666666666,0.0,3,3
WhatToHongKong_10414_10590,train,3.57,3.29,3.0,"However, the leather garment industry is growing, and there is a wide range of locally produced leather accessories, all at extremely attractive prices.",0.0,0.803,0.197,0.5984,0.2333333333333333,0.4666666666666666,3.0,3,3
WhatToHongKong_10591_10637,train,2.8,2.9,3.1,"For European imports, you will pay top dollar.",0.152,0.652,0.196,0.1027,0.25,0.25,1.0,5,3
WhatToHongKong_10646_10682,train,3.0,2.78,2.89,"Musical, Audio, and Video Equipment.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
WhatToHongKong_10683_10782,train,3.14,3.0,3.14,"Hong Kong has a vast range of the most high-tech audio-visual, sound, and screen equipment.",0.0,1.0,0.0,0.0,0.3,0.6333333333333333,0.0,3,3
WhatToHongKong_106_230,train,3.22,3.0,2.89,"While it’s no longer the bargain shopping destination it once was, there are still some good buys to be had.",0.092,0.711,0.197,0.3612,0.7,0.6000000000000001,4.0,3,3
WhatToHongKong_10791_10897,dev,3.0,3.0,3.12,"Before purchasing, visitors should make sure of compatibility with systems in their own countries.",0.0,0.85,0.15,0.3182,0.55,0.9444444444444444,0.0,3,3
WhatToHongKong_10898_10955,train,3.09,2.82,3.18,Be sure to look around and compare before buying.,0.0,0.777,0.223,0.3182,0.5,0.8888888888888888,0.0,3,3
WhatToHongKong_10956_11021,train,3.14,3.0,3.0,"Whatever you buy, you may be able to work out a discount.",0.0,1.0,0.0,0.0,0.5,0.625,0.0,3,3
WhatToHongKong_11030_11052,train,3.0,2.67,3.0,Ready-to-wear Clothes.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
WhatToHongKong_11053_11212,dev,3.09,3.09,3.18,"Hong Kong’s shops carry almost every recognizable European and many American labels, from top-end designers to the moderately priced or trendy.",0.0,1.0,0.0,0.0,0.225,0.3916666666666666,2.0,3,3
WhatToHongKong_11213_11282,dev,3.0,2.7,2.9,"Nathan Road, Central, and the hotel malls are places to look.",0.0,1.0,0.0,0.0,0.0,0.25,0.0,3,3
WhatToHongKong_11283_11365,train,3.4,3.1,3.2,There are still a great many factory outlet stores with reasonable prices.,0.0,0.709,0.291,0.6249,0.5,0.6166666666666667,3.0,3,3
