text,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
@eugenelaverty @WorldSBK all the best Moto GP is loosing a very talented rider #shocking,0,0,0,0,0,0,0,0,0,1,0
I screened my own snap what kind of narcissistic ass would smh,1,0,1,0,0,0,0,0,0,0,0
Action is the foundational key to all success ~Pablo Picasso #inspiring #quote #action #hustle  #dosomething #success,0,0,0,0,1,0,1,0,0,0,0
Absolutely shocking. The decline of Rooney is a little embarrassing really!,1,0,0,0,0,0,0,0,1,1,0
@RossKemp great programme tonight  #upsetting #extremeworld,1,0,1,0,1,0,0,0,1,0,0
@tgshepherdvan I'm not there yet. Hasn't sunk in yet. Rest up.,1,0,1,1,0,0,0,0,0,0,0
Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice #anger #sadness,1,0,1,0,0,0,0,0,1,0,0
@politico @realDonaldTrump another angry white man!,1,0,1,0,0,0,0,0,1,0,0
Boy oh boy! our weekday schedule is crazy! But no matter how tired I am I do whatever it takes to keep the smile on Kai's face from a frown,0,0,0,0,1,1,1,0,0,0,0
He replied to my comments 4 times now i'm shaking omg,0,0,0,1,1,1,1,0,0,0,0
@Jchawes What is your favorite #horror movie? #ghosthunters,0,0,0,1,0,0,0,0,0,0,0
"I think our defense here at USC is playing well, we just need to fix a few things on offense and we can win the PAC 12 this year'",0,1,0,0,1,0,1,0,0,0,0
Don't wanna go to work but I want the money #sad,0,0,0,0,0,0,0,0,1,0,0
"@JoeShennan Meanwhile @JoshuaMurrayBM and I are getting a 7.40am train. I hope you really, really enjoy that hotel, Shennan. #fuming",1,0,1,0,0,0,0,0,0,0,0
"@PersephoneOD Her cheerful voice echoed through the grand, familiar home, a smile blossoming on my rosy brims, 'Mom.' I reciprocated the --",0,0,0,0,1,1,1,0,0,0,0
you are on an endless journey of figuring yourself out; don't be discouraged when you don't know who you are yet.,0,0,0,0,1,0,1,0,0,0,0
nadia bully me and ill expose you,1,1,0,0,0,0,0,0,1,0,0
Favourite quote of the year so far is by @ameliameech 'I swore at a parsnip' 😂 ,0,0,0,0,1,0,1,0,0,0,0
@soyoprincess they irritate me. Them and their inch thick made up masks,1,0,1,0,0,0,0,0,0,0,0
"@glacierqxeen \n\n'Whoo, welcome~!' He greeted cheerfully.",0,0,0,0,1,0,1,0,0,0,0
@danbloom1 beware the fury of a weak king,0,0,0,1,0,0,1,0,0,0,0
"@washingtondc @NMAAHC That is Noah Ark, it's a terrific design.",0,0,1,1,1,1,0,0,0,0,0
We're very busy #coding a whole network manager for #unity3d based on #steamworks networking. #gamedev #indiedev #3amDeadTime #horror #game,0,0,0,1,0,0,0,0,0,0,0
"@LBardugo Start w/ the 3 songs in Blue Neighborhood\n1) Wild\n2)Fools\n3)Talk Me down 😭😭for #Wesper\nAlso,\n4)Too Good.  #serious kaz/inej feelz",0,0,0,0,1,0,0,0,0,0,1
How on earth can the projection of all that is good and happy and true in my soul be a poisonous fucking snake? #patronus #adder ,1,0,0,0,1,0,0,0,1,0,0
"LORD MAKE ME AN INSTRUMENT OF YOUR PEACE — Where there's hate, let me sow love — Where there's injury, pardon — Where there's despair, hope",0,0,0,0,1,0,1,0,0,0,0
@gowoonist i got that but you were alarming,1,0,1,1,0,0,0,0,0,0,0
♪OLD FISH  #discourage,1,0,1,0,0,0,0,1,1,0,0
Bring back the heyday #NominateBunkface,0,0,0,0,1,0,0,0,0,0,0
The 'banter' from Craigen and Sutton on BT is fucking horrid,1,0,1,1,0,0,0,0,0,0,0
"@AshitaNoJoe55 i m not a big fan of @mkatju , but what i found logical and right.. i support that... no offense to anyone",0,0,0,0,1,0,1,0,0,0,0
"@RadiateZen That's true, it does go both ways. But I've been on the receiving end of a vegans wrath! Lol! I personally wouldn't condemn",0,0,0,0,1,0,1,0,0,0,0
The Quarterback' wrecks me every time.. ,1,0,1,0,0,0,0,0,0,0,0
@curlygirlmimi guess is cause you small and girly. I dunno how this works.. I did frighten though.. She's. A big'un,0,0,0,1,0,0,0,0,0,0,0
@StrangeFacesLA why doesn't this account follow me #offended,1,0,1,0,0,0,0,0,1,0,0
"As if he heard my thought on the ether, my #ex has just posted #facebook pic of himself snuggling up with said #cats... now Im just #angry",1,0,1,0,0,0,0,0,0,0,0
in geometry today hannah started crying of laughter because ms. canning said 'pp' lol,0,0,0,0,1,1,0,0,0,0,0
A lifetime of laughter at the expense of the death of a bachelor,0,0,0,0,1,0,1,0,0,0,0
Andrew's hands start shaking and he says 'I hope I die.. like right now',0,0,0,1,0,0,0,0,1,0,0
@EurekaForbes U got to b kidding me. Anu from your firm responded  when I sent the contact details. #terrible #customerexperience,1,0,1,0,0,0,0,0,0,0,0
@Elliot_Eastwick just play rappers delight and have a 15 minute kip,0,1,0,0,1,0,1,0,0,0,0
@winksahoy we about to get shit on by the wrath of winter out of nowhere,1,0,1,1,0,0,0,1,0,0,0
Think like a queen. A queen is not afraid to fail. Failure is another steppingstone to greatness. Oprah Winfrey,0,0,0,0,1,0,1,0,0,0,1
My anxiety is playing around HELP!!!!!,0,0,0,1,0,0,0,0,1,0,0
It's funny that everyone came in my life as they like how far I'm cheerful and self confident could make me 3abla kaml fg2a kda 😂😂😂,0,0,0,0,1,0,1,0,0,0,0
An @amityaffliction kind of drive home from work today #nightmare #dailyfeels,0,0,1,1,0,0,0,0,1,0,0
"@_noTORIEty lol senior year we would get early dismal for work study ,he was her boss and you know what happened next 🙃",0,1,0,0,0,0,0,0,1,1,0
"Rt @yoelamite i need that one back, that whole cd was hard, the one with a #rage flew through, rhyme flow, n the 1 u speak on the dollar",1,0,1,0,0,0,0,0,0,0,0
@__Dayo yall dont feel bad.. you are rejoicing... it is what itnis... its always #ColtsNation even when we have 6th string DBs playing 😔😔,0,0,0,0,1,0,1,0,1,0,0
This has been the most depressing week full of rain ever lol,0,0,0,0,0,0,0,0,1,0,0
@loueezecee I don't know how much more of that bloody pout I can take!!,1,0,1,0,0,0,0,0,1,0,0
I be trying to not stay playing madden and 2k 17 but its just so addictive 😭😭,1,0,0,0,1,1,1,0,0,0,0
shake fries,0,0,1,1,0,0,0,1,0,0,0
@CorningFootball  IT'S GAME DAY!!!!      T MINUS 14:30  #relentless,1,0,0,0,1,0,1,0,0,0,0
Watching Paranormal Activity: The Ghost Dimension. I'm not sure how I feel about it yet. #horror,0,1,0,1,0,0,0,0,0,1,0
"@DKTaylorWriter I thought that was funny, too. But maybe not such a coincidence. Green must be the official color of optimism.",0,0,0,0,1,0,1,0,0,0,0
"@Uncle_Brown22 yeah dude! Appreciate the #support! #Notorious on ABC, peep it! #grateful ",0,0,0,0,1,1,1,0,0,0,0
People irritate me 🙄,1,0,1,0,0,0,0,1,1,0,0
Bout ta get my @dontbreathe on up in here! @WarrenTheaters #nervous #icantholdmybreaththatlong,0,0,0,1,0,0,0,1,0,0,0
@Susan_Wilde @oohincensed @TheCanarySays no! Kinda offended that you had to ask,1,0,1,0,0,0,0,0,0,0,0
Pride and Prejudice is a modern day Keeping up with the Kardashians' - @howsyourdaybin .............I've never been so offended in my life,1,0,1,0,0,0,0,0,0,0,0
"Today I reached 1000 subscribers on YT!! #happy, #goodday, #thankful",0,0,0,0,1,0,1,0,0,0,0
@MessYourself why? Do you have depression?,0,0,1,0,0,0,0,0,1,0,0
The moment you bring her to meet your best friend and you're nervous af! 😬😆  #thefriendtest,0,0,0,1,0,0,0,1,0,0,0
@TChudhry @fasiranjha lol @ ur caste. even if the whole village dies.. a massali like you cant be a chaudhry:) so cheer up massali :),0,0,0,0,1,0,0,0,0,0,0
"Most days, I don't know what my heart beats for. #depression",0,0,0,0,0,0,0,1,1,0,0
Got to be up in 4 hours to go back to work #cantsleep #excited ,0,1,0,0,1,0,0,0,0,0,0
what's the nicest way to tell someone cheerfully whistling outside my apartment door that I will end them should they continue to whistle,1,0,1,0,0,0,0,0,0,0,0
Another loss to city in the cup next 🙈 😂😂 cmon united! ,1,0,0,0,1,0,0,0,1,0,0
I offend u,1,0,1,0,0,0,0,0,0,0,0
-normal people scare me*,0,0,0,1,0,0,0,0,0,0,0
"@ReaganRachelle if I go I'm going to blow some serious money, idk if that's a sacrifice I'm willing with make",0,1,0,1,0,0,1,0,0,0,0
@7we4k LordDerply for it. It's like yugioh for animated shows!,0,1,0,0,1,0,0,0,0,0,1
Go follow #beautiful #Snowgang ♥@Amynicolehill12 ♥ #Princess #fitness #bodyposi #haircut  #Whitegirlwednesday,0,0,0,0,1,1,0,0,0,0,0
"@LethalWeaponFOX promised I wouldn't live tweet, but  @DamonkWayans + @ClayneCrawford brought it! @JordanaBrewster and #furious action FTW!",1,0,0,0,0,0,0,0,0,0,0
Well this is flipping great! Flipping standstill on the freeway!  #stepofftheledge #youvegottobekiddingme,1,0,0,0,1,0,0,0,0,0,0
"#PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside.  #anxiety #anxietyprobz",0,0,0,1,0,0,0,1,1,0,0
#twd comes on soon ,0,0,0,0,0,0,0,0,0,0,0
@ChrisChristie You have no Police credentials-You were a litigator. Nothing more-No Experience.#Sad #TrumpPuppet #Felon #bully #jersey4sale,1,0,1,0,0,0,0,0,1,0,0
Don't think I'll ever get used to this 6:30 alarm 😩💤,0,0,1,0,0,0,0,1,1,0,0
@marthalyssa yep. LOL ,0,0,0,0,1,0,1,0,0,0,0
"When your body says FUCK YOU BITCH, You ain't sleeping\n#sleep #cantsleep #drained #restless",1,0,1,0,0,0,0,0,0,0,0
"@savageimiike one of my favorite songs brother, real talk. #rage",1,0,1,0,1,0,0,0,0,0,0
"Yesterday is history, tomorrow is amystery, and today is a gift; that's why they call it the present #livelife #humbleness #smile #live",0,1,0,0,1,0,1,0,0,0,0
"@colmjoconnor well it was after my heyday too I'm afraid, I was expecting 1st baby I reckon. Now aged 15 *gulps* I'm so old :-)",0,0,0,1,1,1,1,0,1,1,0
Getting my comedic relief w/ @SofiaVergara during season premiere of #ModernFamily. Just what a girl needs! #hilarious,0,0,0,0,1,0,0,0,0,0,0
@bringyouhome2 I'm about to fly into a fit of rage it's not FAIR,1,0,1,0,0,0,0,0,1,0,0
@Bungie spent over 2 fucking hours and still can't get that dam SIVA fragment on Fellwinters peak mountain #angry,1,0,0,0,0,0,0,0,0,0,0
Nothing worse than an uber driver that can't drive. ,1,0,1,0,0,0,0,0,1,0,0
both afraid of all the same things,0,0,0,1,0,0,0,1,1,0,0
I understand now...if it's not pleasing to the ear...then it ain't what you want! I'm so so tired!!,1,0,0,0,0,0,0,0,1,0,0
Glad I didn't watch smackdown because I can't see my men @JasonJordanJJ @WWEGable lose. #sohurt ,0,0,0,0,0,0,0,1,1,0,0
@seantkin @coachella @RomanDanielsXXX @kodyknightXXX I see my 'eliminate the hanging tongue' campaign is a dismal failure.,1,0,1,0,0,0,0,1,1,0,0
Liam is too distant makes me mourn 😪,0,0,0,0,0,0,0,1,1,0,0
@lynnew69 then he said talking about wills uncontrollable animals when moving to another link. These comments do not help! #fuming,1,0,1,0,0,0,0,0,0,0,0
In ever use to like smiling until I realized how good my teeth look ... Witout the braces,0,0,0,0,1,0,1,0,0,0,0
"@musicfae15 [He grumbled as he sat atop the sushi bar stool, crossing his arms defiantly, in a playful gesture, though he gave anyone who &gt;",1,0,1,0,0,0,0,0,0,0,0
@Fly_Norwegian quite simply the #worst #airline #worstairline I've ever used!  #appauling  #dismal #beyondajoke #useless,1,0,1,0,0,0,0,0,0,0,0
"@lydss_xx @tharealversace @fatbellybella fuckin luv incense, this is me as fuck 😂",1,0,0,0,1,0,0,0,0,0,0
Here's a tip for everyone: Stop being offended. End. #offended #quit #youredumb #liveyourownlife,1,0,1,0,0,0,1,0,0,0,0
Trust me to lose my wallet and have to call Lifeguard &amp; Swimmers social early as VC @YSJFC ,1,0,0,0,0,0,0,1,0,1,1
@stackee Charlie attempted to suffocate me with a cushion for cheering so much at the great news 😂😂,0,0,0,0,1,0,0,0,0,0,0
Love being made to feel bad about being scared of the dark,0,0,1,1,1,1,0,0,1,0,0
I told my therapist that I'm on the dance team and now she's unhappy with me.,0,0,1,0,0,0,0,0,1,1,0
"If you ain't shaking no ass, don't ask me for my liquor. Rule #1..",1,0,1,0,0,0,0,0,0,0,0
"Despite my sharing O'Neill's article, what saddens me about the Gazza case is there seems to be more fury about the sentence than the remark",1,0,1,1,0,0,0,0,1,0,0
"@frecklybellamy the walking dead, mr robot, american horror story, merlin",0,0,0,1,0,0,0,0,0,0,0
why are people so offended by kendall he ends photo shoot like seriously shut the fuck up,1,0,1,0,0,0,0,0,0,0,0
"What a shamefull, unequal, dangerous and worrying world we live in nowadays!  #terrifying #Charlotte #terrorism #shitworldforourkids",1,0,1,1,0,0,0,0,0,0,0
LVG bribed all the refs against Utd for his own personal revenge. That was a foul you prick.,1,0,1,0,0,0,0,0,0,0,0
What an exhilarating last minute of overtime #WCH2016,0,0,0,0,1,0,0,0,0,0,0
second episode of AHS 6 here i go #panic,0,0,0,1,0,0,0,0,0,0,0
It's just the lack of company and liveliness out here that makes me bored.,0,0,0,0,0,0,0,0,1,0,0
I freaking hate working with #word on my phone  #write #writing #writerslife #writerproblems #writer,1,0,1,0,0,0,0,0,0,0,0
@Amphabio don't kill it bees are dying at an alarming rate,1,0,0,1,0,0,0,0,1,0,0
@ArizonaCoyotes not to mention the GRA guy stops me but let's the 2 ppl in front of me go. WTF. My blood is boiling.,1,0,1,0,0,0,0,0,0,0,0
Some Erykah Badu to sedate me 💕,0,0,0,0,1,1,0,0,0,0,0
Thought I had a pretty solid GPA as a kin major and now that I look at the average for dpt programs I feel even more discouraged 😪,0,0,1,0,0,0,0,0,1,0,0
@PuseLepuru it's the irritation of not having found the corpse,1,0,1,0,0,0,0,0,1,0,0
incredible that anthony weiner has been caught chasing a busty milkmaid across a park at double speed while jaunty music plays,0,0,0,0,0,0,0,0,0,1,0
Background. Suffered a bit at times of #stress. Always a bit #shy. About 8 years ago (aged 30) I was made redundant. That's when it started,0,0,0,1,0,0,0,1,1,0,0
My future must be bright af.,0,0,0,0,1,0,1,0,0,0,0
I'm not the type to flee from adversity nor does it discourage me. I'll always stand strong in the paint,0,0,0,0,1,0,1,0,0,0,1
I had a panic attack when I couldn't find @katrinalaw on #Twitter Turns out my Twitter is a jerk. I can still see her. #NyssaAlghul #panic,0,0,0,1,0,0,0,1,1,0,0
"@CarolynTopol Ciara asks was it a sci-fi movie, Julie &amp; Jen just stare, Claire on her phone, Joey bolts when the cab honks. LMAO ",0,0,0,0,1,1,1,0,0,0,0
"@DxfyingGrxvity - that were rather forlorn, scanning the witches house before resting back on Elphie. 'The Grimmerie is gone.'",0,0,0,1,0,0,0,0,1,0,0
"@memorie_holiday @AngryOrchard about 2 wks ago,playing pokemon and not paying attention. Placed my elbow on a rail 3 inches from 4 no sting.",0,0,0,0,0,0,0,0,0,0,0
@darcomafloy OMG IM CRYING HAHAHAHA ikaw talaga tagagising ko HAHA shet i set my alarm BUT I FORGOT TO TURN IT ON but im awake now so--,0,0,0,0,1,0,0,0,1,1,0
Sometimes The Worst Place You Can Be Is In Your Own Head.'\n\n#quotes #worstenemy #depression #thinktoomuch,1,0,1,1,0,0,0,1,1,0,0
"@samsteinhp stop the presses, @realDonaldTrump said/proposed something racist. ",1,0,1,0,0,0,0,0,0,0,0
Everton not playing and fume on here have day off,1,0,1,0,1,0,0,0,1,0,0
It's #ThirstyThursday which means it's time to #rage. Get ready for tonight with personal #hydration. Book now. 305-912-4937. #itslit #miami,1,0,0,0,1,0,0,0,0,0,0
@ByeKandace can't cheer for a jigaboo,0,0,1,0,0,0,0,0,0,0,0
@RealBD_ @ReyesAverie 47 unarmed blacks killed by white cops in 2015. That many die every month in Chicago wheres the ,1,0,1,1,0,0,0,0,1,0,0
@yesnicksearcy @counterparty Although I don't expect a trumpie to understand the difference between real things and pretend things. ,1,0,1,0,0,0,0,0,0,0,0
one month til someone's bday and i think it's time to flaunt that I got them something pretty awesome #revenge,1,1,0,0,1,0,0,0,0,0,0
Everybody talking about 'the first day of fall' but summer '16 is never gonna die #revenge @Drake,1,0,1,0,0,0,0,0,0,0,0
First day of fall quarter tomorrow.  😰  #excited #anxious #blargh,0,1,0,1,1,0,0,0,0,0,0
I've never seen fast &amp; furious Tokyo drift. Boutta watch it,0,1,0,0,1,0,0,0,0,0,0
blues bar,0,0,0,0,0,0,0,0,0,0,0
It's interesting the photo of Mono Lisa is crying as well as the whole scene is very depressing #ELE6200,0,0,0,0,0,0,0,0,1,0,0
@sethwieck you should do a TED Talk on 'bubledygook'! I'm sure you could convince the masses to distrust those decrying TED Talks!,1,1,1,0,0,0,1,0,0,0,0
"@keprdad  BTW, George W Bush left office in ,09. We have had terrific leadership under Barack Obama. Keep America Great.",1,0,1,0,1,0,0,0,0,0,0
"@FaultlessFacade &lt;she really said in response to what she perceived as a forced jovial tone. With that, she slid out of the jeep and onto&gt;",0,0,0,0,1,0,1,0,0,0,0
i swear people dont wanna see me happy like they will try to do anything to fuck up what i got going,1,0,1,0,0,0,0,0,0,0,0
Thank god the feds did not raise rates. Assume they are nervous about a world where 990 is the new employee  form  &amp; the safety net is zilch,0,1,0,0,1,0,1,0,0,0,1
"so fucking sad when the person you love doesn't try fighting for your happiness, when you'd do anything for them.",1,0,1,0,0,0,0,0,1,0,0
@everycolorbot more like every color looks the same #triggered #colorblind #offended,1,0,1,0,0,0,0,0,1,0,0
"#ntfc mourinho is worried,  bringing Ibra  and Rushford on.  #panic",0,0,1,1,0,0,0,0,0,0,0
When my friends send me ballons and fireworks through text...#amazing #smiling,0,0,0,0,1,1,1,0,0,1,0
"#Facebook is #depressing without even being there. Two apps want it for logging in, I have missed at least two interesting #events and they",0,0,1,0,0,0,0,1,1,0,0
"But what will complaining, pessimism, regret, and anger get you?",1,0,0,0,0,0,0,1,1,0,0
not going to waste my energy holding a grudge against someone who wasnt even in my life a year XD \ntime to release those feelings of dislike,0,0,0,0,0,0,1,0,0,0,0
"I'm Black, 43. I read books, p/u my kids from school....'My prayer is that u wl lv a long, fulfilling, joyous, peaceful, GOD-pleasing life!",0,0,0,0,1,1,1,0,0,0,1
"now that I have my future planned out, I feel so much happier #goals #life #happy #igotthis #yay",0,0,0,0,1,0,1,0,0,0,0
Mom you remember when Narley died? You cried like a baby! #bully,0,0,0,0,0,0,0,1,1,0,0
"@yukkikuma_cos cheer up, luv. your face is alot prettier when you're not frowning. &lt;3",0,0,0,0,1,1,1,0,0,0,0
And there is despair underneath each and every action \nEach and every attempt to pierce the armour of numbness ' -Mgla,0,0,0,0,0,0,0,1,1,0,0
@Grace_thomas473 you keep talkin shit and trying to offend me but you're just petty as fuck,1,0,1,0,0,0,0,0,0,0,0
@Joey7Barton I remember Joey slagging England player's off bringing out books after crap tournaments..same same..crap player #bully,1,0,1,0,0,0,0,0,0,0,0
This is a joke @SomersetCCC ,0,0,1,0,1,0,1,0,0,0,0
@khloe_speaks sad music,0,0,0,0,0,0,0,0,1,0,0
"#heavyheart these last couple of days, who are the cause of this  #fear of losing someone close ? #amerikkka #kkkops #TerenceCrutcher",0,0,0,1,0,0,0,0,1,0,0
i'm doing laundry and watching that 70's show with a bunch of strangers. #happy #birthday #to #me,0,0,1,0,1,0,0,0,0,0,0
"@gypsydragoness chuckle. 'Any idea girl?' The dragoness let out a frustrated growl, blowing smoke out of her nostrils. The old man nodded +",1,0,1,0,0,0,0,0,0,0,0
"@interception225 you're looking for an argument that i'm not engaging in. He's not even speaking his own words, i'm not raging at him.",1,0,1,0,0,0,0,0,0,0,0
"@CohenDS Yell, 'Bye, garbage!' cheerfully after it.",0,0,1,0,1,0,0,0,0,0,0
New job training= too much meat eating! Oh well. Also- got approved to drive for Lyft! Just need a car... #day35 #sober,0,1,0,0,1,0,1,0,0,0,0
How the fu*k! Who the heck! moved my fridge!... should I knock the landlord door.  #mad ##,1,0,1,0,0,0,0,0,0,0,0
#picoftheday : How...why... Really... !!\n #funny #picoftheday #lol #random #laugh #chair #of  #funnypics #virgin #cafe #i...,0,0,0,0,1,0,1,0,0,0,0
Get to the gym and discover I forgot to put my gym shoes back in my bad 😤 #rage #wwhhyyy,1,0,1,0,0,0,0,0,1,0,0
Your lion's heart\nWill protect you under stormy skies\nAnd I will always be listening for your laughter and your tears,0,0,0,0,1,0,1,0,0,0,1
@tunaeP_ cheer up☺️,0,0,0,0,1,1,0,0,0,0,0
At the end of the day you gotta be #happy for you.,0,0,0,0,1,0,1,0,0,0,0
@RussiaInsider Really sad &amp; surprising. 1 side #Russia fighting against #IS &amp; on the other supporting #Pak which is epic centre 4 #terrorism,0,0,0,1,0,0,0,0,1,1,0
"Cover it up with a smile, maybe it'll get better",0,0,0,0,1,1,1,0,0,0,1
"@BosNaud so scared to ruffle feathers, he resorted to writing in cryptic code. #UncleCamsCabin",0,0,1,1,0,0,0,0,1,0,0
"@dee5479 Electro Set was pure enjoyment &amp; exhilarating, captivating, &amp; Poetic, Raw, exciting ..,",0,0,0,0,1,0,0,0,0,0,0
@TobyIrish1 Yes but you were specifically fuming about him not signing enough people,1,0,1,0,0,0,0,0,0,0,0
Just reached 10k followers - WOW - thanks blues #mcfc #ctid,0,1,0,0,1,1,0,0,0,1,0
@alivitali that's what I'm afraid of!,1,0,1,1,0,0,0,0,0,0,0
Now this is getting out of hand. I'm freaked out by this death...and I'm God!! #mommaGrendel ,0,0,0,1,0,0,0,1,1,0,0
srry my feelings offend u 🤗,1,0,0,0,0,0,0,1,1,0,0
I thought I got mad for anything but my bf gets mad over any little thing lmfao shit be hilarious,1,1,1,0,1,0,0,0,0,0,0
Am I the only one with parking sensors who still manages to reverse into things? ,0,0,1,0,0,0,0,0,1,1,0
@hoytschile fury road!!,1,0,1,0,0,0,0,0,0,0,0
@WinchesterGank If only. Lol I just wish once he understood the crazy of his rabid fans &amp; addressed it.,1,1,1,0,1,0,0,0,0,0,0
If the future doesn't fill you with existential dread are you even a real person,0,1,1,1,0,0,0,0,1,0,0
"Even after @O2 ref the £5k fraud, they still treat me like dirt. No returned calls or apology #shocking #customerservice @mse @resolvercouk",1,0,1,1,0,0,0,0,0,0,0
Come and join in with #cakeclubhour tomorrow afternoon from 3pm! #bizhour ,0,1,0,0,1,0,1,0,0,0,0
Body is sleepy but the mind is active. So sad... Have to get ready for work in 30 minutes. Damn! #restless,1,0,1,0,0,0,0,0,1,0,0
@KingNicky7 also madden isn't the funniest game to watch and if there isn't much happening it's boring,1,0,1,0,0,0,0,1,0,0,0
@RegalisAzura \ngrasp the cobalt woman's own; which they did fairly easily. Fair cheeks would ignite into a fiery hue. Warm.. was the only,0,0,0,0,0,0,0,0,0,0,0
"@LindaStein1 Me too,I really hope the writers decide to give us an return to McDanno we all love w/o resentment &amp; animosity fingers crossed",0,0,0,1,0,0,1,0,0,0,0
"Today I answered a call from a college rep who didn't realize I did, and I got to hear part of his lively debate about if evolution is real.",0,0,0,0,1,0,0,0,0,0,0
Listening to @wdwradio at work is my slice of sunshine in this dreary cube world #9to5life,0,1,0,0,1,1,0,0,0,0,1
@TELUSsupport any tips on why our wifi is terrible the past week? Slow or dropping out continuously - NW Calgary 😕,1,0,1,0,0,0,0,0,1,0,0
"When I was new, I hate the Judge Judy sponsorship style- but looking back it was the only thing that worked. #recovery #sober #cantconacon",1,1,1,0,0,0,0,1,0,1,0
@jellzybean cheer up punkin',0,0,0,0,1,0,1,0,0,0,0
How had Matty Dawson not scored there!!!!! ,1,0,1,0,0,0,0,0,0,1,0
 @cailamarsai you've had me   the whole time watching @black_ishABC after you've lost your #glasses! It was #hilarious! @mrbabyboogaloo,0,1,0,0,1,0,1,0,0,0,0
"A liar an a bully for president? They say every vote matter , well  I'm sorry you'll not get my vote until the year 2020",1,0,1,0,0,0,0,0,0,0,0
"@Singaholic121 Good morning, love! Happy first day of fall. Let's make some awesome #autumnmemories #annabailey  ",0,0,0,0,1,1,1,0,0,0,0
@B4caferacer I see things in  the clouds that others can't see so I can #elate,0,0,0,0,1,0,1,0,0,0,0
"@natalie_bloomer You interviewed one irate group, two filmmakers who don't live here and got stock statements. That's not journalism.",1,0,1,0,0,0,0,0,0,0,0
@grahnort wonderful experience watching you yesterday at. @BBCLetItShine thankyou for the #laughter,0,0,0,0,1,1,1,0,0,0,0
Finished writing my second book tonight. #somber #sad #youpromised #havemercy #author #writer #needpublisher #beingedited #workingonsidebook,0,0,0,0,1,0,1,0,1,0,0
@TamraBarney @ShannonBeador @RHOC_KellyDodd Tamra would F her up if she swung on Tamra\nKelly is a piece of 💩 #needstobeadmitted ,1,0,0,0,1,0,0,0,0,0,0
Anyyyyone wanna go to fright fest with me on Friday night? 👻,0,1,0,1,1,0,0,0,0,0,0
Wish I was a kid again. The only stressful part was whether Gabriella and Troy would get back together or not. #hsm2 ,0,0,0,1,0,0,0,0,1,0,0
I've been loving you too long #OtisRedding #blues,0,0,0,0,1,1,0,0,0,0,0
.@morningmika &amp; her @HillaryClinton Super PAC @Morning_Joe @MSNBC in full #panic mode over @realDonaldTrump #momentum!\n\n#TrumpPence16 #MAGA,0,1,0,1,0,0,0,0,0,0,0
I'm strong 'cause I'm weak\nI'm beautiful 'cause I know my flaws\nI'm fearless 'cause I've been afraid\nI can laugh 'cause I've known sadness..,0,0,0,0,1,0,1,0,1,0,1
@SteveStratford9 @PaulTowheyJr @ClassicDrWho @BBC @bbcdoctorwho all those will get animated IMO. Companion changes/Monsters/Classics.,0,0,0,0,0,0,0,0,0,0,0
@rkuuleiq Fear is best/beast product of God/s. :) #aTheism #theism #biBle #afraid #christianity #hell #heaven #purgatory #psychology #jesus,0,0,0,1,1,1,1,0,0,0,1
one ep of despair arc made me happy but and then i'm going back to future arc and i'm upset again.,1,0,1,0,0,0,0,0,1,0,0
@BitchestheCat Look at those teef! ,1,0,0,0,0,0,0,0,0,1,0
"seek to conduct attacks against Israel, intended to provoke a reaction that would further inflame feeling within the Islamic world”. •",1,0,0,1,0,0,0,0,0,0,0
come on let's make em hate 😘make em pout they face 👿😩.,1,0,1,0,0,0,0,0,0,0,0
"#ntfc mourinho is worried,  bringing Ibra  and Rushford on. ",0,0,0,1,0,0,0,1,0,0,0
@suavecitamay sparkling water is nice you know I tried it the other day,0,0,0,0,1,0,1,0,0,0,1
Kik me I want to swap pics I will post on my account anonymously if you wish Kik: vsvplou #Kik #kikme #snap #nudes #tits #snapchat,1,0,1,0,0,0,0,1,0,0,0
@itsyourgirl_Z happy birthday :) have a blessed day love from Toronto :) #bday #smile,0,0,0,0,1,1,0,0,0,0,0
also who has amazon prime that would like to help a girl out LOL #serious,0,1,0,0,1,0,0,0,0,0,0
I get embarrassed at the slightest things and then I'll fret about it all day I hate it,1,0,1,0,0,0,0,0,1,0,0
"But When it come to a serious situation, I be glad I gave it deep thought 💯",0,0,0,0,1,0,1,0,0,0,0
@tony_tr3 I'd say your outrage is the really FAUX outrage.,1,0,1,0,0,0,0,0,0,0,0
Let the #MrRobot binge begin. #nerdshow #compelling #dark,0,1,1,1,0,0,0,0,0,0,0
Watch this amazing live.ly broadcast by @haythatjamile8  #musically,0,0,0,0,1,1,1,0,0,0,0
" heads melted, very tired but can't sleep. ",0,0,0,0,0,0,0,1,1,0,0
The majority of my clients have family/ partner/ day job/ life AND write their beautiful books. #awe #gratitude #HARDwork,0,0,0,0,1,1,1,0,0,0,1
"If angry, bash out your frustration on the pastry #GBBO",1,0,0,0,0,0,0,0,0,0,0
@rheafraserx took them an awfy long time to spot their goal was disallowed ☺️ ,1,0,0,0,0,0,0,0,1,0,0
My @timehop literally cracks me up when I see posts from 2 years ago and later 😂 ,0,0,0,0,1,1,0,0,0,1,0
@chrislhayes It's hard for most folks to realize how deep the hatred is until you dive into the murky end of the pool. This guy is nuts.,1,0,1,0,0,0,0,0,0,0,0
